name,discovered,method,orbit_days,radius_earths,distance_ly
K2-8 c,2016,Transit,5.0642,2.41,1316.1
Kepler-223 d,2014,Transit,14.789,5.24,6065.6
Kepler-653 b,2016,Transit,14.707,1.95,1942.7
Kepler-742 b,2016,Transit,8.3609,3.24,1595.7
Kepler-673 b,2016,Transit,3.7287,6.54,2994.8
Kepler-154 d,2016,Transit,20.55,3.84,2985.0
HD 87646 b,2016,Radial Velocity,13.481,12.4,240.0
Kepler-80 e,2014,Transit,4.6449,1.6,1205.0
Kepler-654 b,2016,Transit,13.725,2.07,3177.2
Kepler-148 d,2016,Transit,51.847,8.68,2580.4
Kepler-676 b,2016,Transit,11.598,3.04,962.8
OGLE-2012-BLG-0026L b,2012,Microlensing,,7.72,13108.2
WASP-85 A b,2016,Transit,2.6557,13.9,462.8
Kepler-80 f,2016,Transit,0.98679,1.21,1205.0
Kepler-656 b,2016,Transit,1.2603,3.12,2903.9
Kepler-655 b,2016,Transit,46.406,2.71,2454.5
Kepler-678 b,2016,Transit,7.275,5.14,5956.1
Kepler-572 b,2016,Transit,17.205,2.58,1646.0
WASP-114 b,2016,Transit,1.5488,15.01,1706.9
WASP-113 b,2016,Transit,4.5422,15.79,1419.3
HD 59686 A b,2016,Radial Velocity,299.36,12.7,291.2
Kepler-679 b,2016,Transit,12.394,3.01,3008.0
Kepler-680 b,2016,Transit,3.6899,2.42,4867.8
K2-47 b,2016,Transit,31.637,1.89,1141.2
K2-48 b,2016,Transit,20.506,2.24,1023.4
Kepler-617 b,2016,Transit,1.6827,1.32,565.4
Kepler-588 b,2016,Transit,4.2216,2.63,3944.5
Kepler-573 b,2016,Transit,22.183,2.79,2516.2
Kepler-681 b,2016,Transit,26.394,3.08,2240.4
K2-49 b,2016,Transit,2.7706,1.93,1490.9
K2-58 b,2016,Transit,7.0525,2.68,592.8
Kepler-1600 b,2016,Transit,386.37,3.13,3362.0
Kepler-727 b,2016,Transit,5.1545,2.53,2713.1
Kepler-589 b,2016,Transit,16.55,2.27,1998.7
Kepler-660 b,2016,Transit,9.2736,2.57,1854.0
K2-58 c,2016,Transit,2.5373,1.62,592.8
K2-58 d,2016,Transit,22.883,1.71,592.8
Kepler-560 b,2016,Transit,18.478,1.72,356.5
Kepler-550 b,2016,Transit,8.6001,4.42,1735.0
Kepler-496 b,2016,Transit,8.3086,2.32,1974.1
KELT-10 b,2016,Transit,4.1663,15.68,614.5
Kepler-712 c,2016,Transit,226.89,4.85,2845.7
K2-59 c,2016,Transit,11.295,2.3,1015.4
K2-59 b,2016,Transit,20.692,2.41,1015.4
Kepler-650 b,2016,Transit,3.0321,2.96,2884.5
Kepler-728 b,2016,Transit,5.7435,3.34,5757.4
Kepler-663 b,2016,Transit,4.9968,2.6,3467.3
Kepler-1629 b,2016,Transit,3.876,0.77,1096.2
K2-64 b,2016,Transit,6.5304,2.07,1630.4
K2-63 b,2016,Transit,20.257,3.22,1688.0
Kepler-729 b,2016,Transit,3.1664,3.58,6265.9
Kepler-487 b,2016,Transit,15.359,11.42,2845.2
Kepler-618 b,2016,Transit,3.5958,2.6,3985.5
WASP-129 b,2016,Transit,5.7481,10.42,983.2
WASP-133 b,2016,Transit,2.1764,13.56,1823.5
K2-69 b,2016,Transit,7.066,2.32,589.4
K2-68 b,2016,Transit,8.0543,1.58,550.1
Kepler-590 b,2016,Transit,5.853,4.02,4637.3
Kepler-664 b,2016,Transit,2.5256,2.66,3946.9
MOA-2013-BLG-605L b,2016,Microlensing,,1.62,2772.3
K2-75 b,2016,Transit,7.8142,2.67,1832.8
K2-71 b,2016,Transit,6.9854,2.15,499.6
Kepler-591 b,2016,Transit,81.169,3.39,2560.8
HATS-25 b,2016,Transit,4.2986,14.12,1536.7
HATS-26 b,2016,Transit,3.3024,19.62,2811.0
K2-80 b,2016,Transit,19.092,2.01,654.9
K2-75 c,2016,Transit,18.311,2.77,1832.8
Kepler-736 b,2016,Transit,3.6015,2.93,3279.3
Kepler-735 b,2016,Transit,11.515,2.95,2267.0
Kepler-569 b,2016,Transit,34.189,3.16,2081.9
Kepler-592 b,2016,Transit,2.8202,2.39,3761.0
HATS-27 b,2016,Transit,4.637,16.81,2664.7
K2-83 c,2016,Transit,9.9977,1.48,409.4
K2-84 b,2016,Transit,6.4215,2.41,929.1
Kepler-562 b,2016,Transit,18.009,5.21,3238.0
Kepler-651 b,2016,Transit,21.385,2.37,1661.5
Kepler-593 b,2016,Transit,21.217,2.87,3176.0
Kepler-570 b,2016,Transit,4.3017,2.45,1853.0
MOA-2016-BLG-227L b,2017,Microlensing,,13.2,21200.1
Kepler-1650 b,2017,Transit,1.5382,0.96,438.3
K2-178 b,2018,Transit,8.7478,3.56,700.4
K2-72 c,2016,Transit,15.189,1.16,216.7
WASP-53 b,2017,Transit,3.3098,12.04,656.7
K2-60 b,2016,Transit,3.0027,7.66,1604.3
Kepler-1651 b,2017,Transit,9.8786,1.84,216.6
BD+03 2562 b,2017,Radial Velocity,481.9,12.7,3491.9
K2-72 e,2016,Transit,24.159,1.29,216.7
K2-72 d,2016,Transit,7.7602,1.01,216.7
K2-81 b,2016,Transit,6.1023,1.97,823.0
WASP-81 b,2017,Transit,2.7165,16.02,1299.7
HD 177565 b,2017,Radial Velocity,44.505,4.0,55.2
MOA-2012-BLG-505L b,2017,Microlensing,,2.48,23515.8
K2-201 c,2018,Transit,22.78,3.29,645.6
K2-201 b,2018,Transit,1.0598,1.4,645.6
GJ 1148 b,2010,Radial Velocity,41.38,11.9,35.9
HD 17674 b,2017,Radial Velocity,623.8,13.9,144.9
HATS-22 b,2017,Transit,4.7228,10.68,748.6
TYC 4282-00605-1 b,2017,Radial Velocity,101.54,12.4,1513.8
K2-206 b,2018,Transit,18.295,2.8,797.3
K2-207 b,2018,Transit,12.487,2.61,1184.2
K2-132 b,2017,Transit,9.1751,14.57,1989.0
WASP-153 b,2017,Transit,3.3326,17.37,1990.1
HATS-23 b,2017,Transit,2.1605,20.85,2084.1
HD 219134 b,2015,Radial Velocity,3.0929,1.6,21.3
HD 40956 b,2017,Radial Velocity,578.6,13.2,380.3
Ross 128 b,2017,Radial Velocity,9.8658,1.11,11.0
K2-219 b,2018,Transit,3.9013,1.35,1061.3
OGLE-2013-BLG-1721L b,2017,Microlensing,,14.1,20547.8
HD 34445 c,2017,Radial Velocity,214.67,8.42,150.3
HD 219134 d,2015,Radial Velocity,46.859,1.61,21.3
HD 219134 f,2015,Radial Velocity,22.717,1.31,21.3
OGLE-2016-BLG-1190L b,2017,Microlensing,1220.0,12.3,22080.8
HD 113996 b,2017,Radial Velocity,610.2,12.7,379.4
K2-213 b,2018,Transit,8.1309,1.51,1271.0
K2-215 b,2018,Transit,8.2696,2.12,1317.6
HD 34445 d,2017,Radial Velocity,117.87,6.07,150.3
HD 34445 g,2017,Radial Velocity,5700.0,13.6,150.3
Kepler-20 g,2016,Radial Velocity,34.94,4.71,921.6
NGC 2682 Sand 978 b,2017,Radial Velocity,511.21,13.3,2680.7
Kepler-80 g,2017,Transit,14.646,1.13,1205.0
K2-217 b,2018,Transit,14.075,3.58,1245.5
K2-218 b,2018,Transit,8.6799,2.57,1285.3
GJ 3293 c,2015,Radial Velocity,122.62,4.87,65.9
GJ 3293 b,2015,Radial Velocity,30.599,5.19,65.9
Wolf 1061 b,2015,Radial Velocity,4.8869,1.21,14.0
K2-80 d,2018,Transit,28.867,2.55,654.9
Kepler-1652 b,2017,Transit,38.097,1.6,821.9
Wolf 1061 c,2015,Radial Velocity,17.872,1.66,14.0
PSR J2322-2650 b,2017,Pulsar Timing,0.32296,13.9,750.2
HATS-50 b,2017,Transit,3.8297,12.67,2468.2
tau Cet f,2017,Radial Velocity,636.13,1.81,11.8
WASP-91 b,2017,Transit,2.7986,11.55,489.0
HD 9174 b,2016,Radial Velocity,1179.0,13.7,265.8
HD 68402 b,2016,Radial Velocity,1103.0,12.6,255.8
GJ 3138 b,2017,Radial Velocity,1.22,1.18,92.9
MOA-2012-BLG-006L b,2017,Microlensing,,12.6,17286.3
WASP-105 b,2017,Transit,7.8729,10.76,552.1
HD 147873 c,2016,Radial Velocity,491.54,13.3,355.7
HD 128356 b,2016,Radial Velocity,298.2,13.9,85.3
GJ 3138 d,2017,Radial Velocity,257.8,3.23,92.9
TYC 3318-01333-1 b,2018,Radial Velocity,562.0,13.1,1600.2
GJ 625 b,2017,Radial Velocity,14.628,1.49,21.1
GJ 3323 c,2017,Radial Velocity,40.54,1.32,17.5
BD+48 740 b,2018,Radial Velocity,733.0,13.5,2174.1
K2-21 b,2015,Transit,9.325,1.84,272.8
K2-4 b,2015,Transit,10.003,2.1,756.1
K2-21 c,2015,Transit,15.502,2.49,272.8
WASP-141 b,2016,Transit,3.3107,13.56,1684.7
K2-31 b,2016,Transit,1.2578,11.88,360.5
GJ 3293 e,2017,Radial Velocity,13.254,1.63,65.9
GJ 3293 d,2017,Radial Velocity,48.135,2.67,65.9
K2-149 b,2018,Transit,11.332,1.64,403.4
KELT-21 b,2018,Transit,3.6128,17.78,1535.8
K2-125 b,2017,Transit,21.75,2.18,404.9
V830 Tau b,2016,Radial Velocity,4.927,14.0,424.4
HATS-31 b,2016,Transit,3.378,18.38,2524.4
Kepler-150 f,2017,Transit,637.21,3.64,2906.4
Qatar-3 b,2017,Transit,2.5079,12.29,2399.2
K2-160 b,2018,Transit,3.7059,3.18,1028.6
K2-128 b,2017,Transit,5.6758,1.42,373.9
KELT-18 b,2017,Transit,2.8718,17.6,1048.2
K2-163 b,2018,Transit,6.6731,2.47,680.1
K2-165 b,2018,Transit,2.355,1.27,439.0
K2-35 c,2016,Transit,5.6084,1.93,823.9
HATS-35 b,2016,Transit,1.821,16.41,1678.3
OGLE-2016-BLG-1195L b,2017,Microlensing,,1.11,12752.7
K2-175 b,2018,Transit,9.526,2.04,806.5
K2-165 c,2018,Transit,4.3827,1.55,439.0
K2-116 b,2017,Transit,4.6554,0.69,161.1
K2-102 b,2016,Transit,9.9156,1.3,613.7
XO-6 b,2016,Transit,3.765,23.2,768.0
HD 6434 b,2003,Radial Velocity,21.998,14.2,138.2
HD 68988 b,2001,Radial Velocity,6.2771,13.4,198.4
HD 220074 b,2012,Radial Velocity,672.1,12.2,1058.5
WASP-58 b,2012,Transit,5.0172,16.03,947.2
K2-231 b,2018,Transit,13.842,2.5,1047.7
HATS-39 b,2018,Transit,4.5776,17.6,2865.3
HD 137388 b,2011,Radial Velocity,330.0,9.32,132.0
HD 13931 b,2009,Radial Velocity,4218.0,13.2,154.6
HD 7199 b,2011,Radial Velocity,615.0,,117.9
HD 75289 b,1999,Radial Velocity,3.5093,14.2,95.0
WASP-72 b,2012,Transit,2.2167,14.46,1418.0
HATS-40 b,2018,Transit,3.2643,17.71,4378.0
HATS-41 b,2018,Transit,4.1936,14.91,2405.9
HD 142022 A b,2005,Radial Velocity,1928.0,12.9,111.8
HD 145377 b,2008,Radial Velocity,103.95,12.8,174.5
HD 76700 b,2002,Radial Velocity,3.971,9.6,198.6
HD 82886 b,2011,Radial Velocity,705.0,13.3,414.4
HD 24040 b,2006,Radial Velocity,3668.0,12.9,152.1
HD 222155 b,2011,Radial Velocity,3999.0,13.4,165.1
HD 158996 b,2018,Radial Velocity,820.2,12.3,925.2
KPS-1 b,2018,Transit,1.7063,11.55,856.8
HD 154672 b,2008,Radial Velocity,163.94,12.8,205.6
KELT-6 b,2014,Transit,7.8457,14.57,785.1
HAT-P-49 b,2014,Transit,2.6915,17.82,1142.7
K2-155 c,2018,Transit,13.85,2.6,237.4
HD 158038 b,2011,Radial Velocity,521.0,13.5,309.4
HR 810 b,1999,Radial Velocity,302.8,12.7,56.5
BD-13 2130 b,2007,Radial Velocity,714.3,12.5,3017.6
HD 285507 b,2013,Radial Velocity,6.0881,13.8,146.9
WASP-117 b,2014,Transit,10.022,11.88,515.2
K2-155 d,2018,Transit,40.718,1.9,237.4
HD 16175 b,2009,Radial Velocity,990.0,12.8,195.2
HD 16141 b,2000,Radial Velocity,75.523,10.9,123.2
WASP-11 b,2008,Transit,3.7225,12.44,406.8
WASP-13 b,2009,Transit,4.353,13.67,742.1
WASP-95 b,2014,Transit,2.1847,13.79,448.6
WASP-97 b,2014,Transit,2.0728,12.78,492.7
11 UMi b,2009,Radial Velocity,516.22,12.3,408.7
BD-08 2823 b,2009,Radial Velocity,5.6,,134.8
HD 1690 b,2010,Radial Velocity,533.0,12.5,2454.7
WASP-14 b,2008,Transit,2.2437,15.47,528.4
WASP-101 b,2014,Transit,3.5857,16.03,656.3
BD-10 3166 b,2000,Radial Velocity,3.4878,14.1,275.3
GJ 86 b,1999,Radial Velocity,15.765,12.9,35.2
WASP-22 b,2010,Transit,3.5327,13.79,1036.0
HD 95127 b,2015,Radial Velocity,482.0,12.4,2206.7
WASP-82 b,2015,Transit,2.7058,18.16,899.1
HD 204941 b,2011,Radial Velocity,1733.0,10.1,93.7
WASP-29 b,2010,Transit,3.9227,8.63,285.7
WASP-26 b,2010,Transit,2.7566,13.56,824.4
K2-164 b,2018,Transit,17.355,3.25,1225.3
K2-169 b,2018,Transit,6.3808,1.27,769.3
HAT-P-22 b,2010,Transit,3.2122,12.89,266.7
HAT-P-24 b,2010,Transit,3.3552,14.57,1354.7
HD 212301 b,2005,Radial Velocity,2.2457,14.2,176.9
WASP-38 b,2010,Transit,6.8719,13.79,444.4
K2-170 b,2018,Transit,7.5765,1.42,1281.4
K2-171 b,2018,Transit,5.6285,2.69,1976.9
HAT-P-29 b,2011,Transit,5.7232,13.11,1022.7
HD 213240 b,2001,Radial Velocity,882.7,12.8,133.3
HD 215497 b,2009,Radial Velocity,3.934,,132.2
WASP-41 b,2011,Transit,3.0524,12.33,532.8
WASP-48 b,2011,Transit,2.1436,16.81,1481.2
K2-172 b,2018,Transit,14.317,1.67,814.5
K2-172 c,2018,Transit,29.627,3.21,814.5
K2-190 b,2018,Transit,10.099,1.36,524.1
HAT-P-5 b,2007,Transit,2.7885,13.56,989.3
HAT-P-6 b,2007,Transit,3.853,16.59,898.1
HD 218566 b,2010,Radial Velocity,225.7,9.32,94.0
HD 240237 b,2011,Radial Velocity,745.7,12.2,3044.3
XO-1 b,2006,Transit,3.9415,12.78,533.4
XO-4 b,2010,Transit,4.1251,14.01,889.3
K2-191 b,2018,Transit,2.8586,1.58,936.7
K2-200 b,2018,Transit,2.8499,1.36,600.6
HD 101930 b,2005,Radial Velocity,70.46,10.6,97.9
HD 2638 b,2005,Radial Velocity,3.4442,14.3,179.3
HD 30562 b,2009,Radial Velocity,1157.0,13.6,85.3
KELT-2 A b,2012,Transit,4.1138,15.13,437.2
Pr0201 b,2012,Radial Velocity,4.4264,14.2,589.2
K2-173 b,2018,Transit,5.8687,1.61,745.7
HD 102195 b,2006,Radial Velocity,4.1138,14.2,95.7
HD 102117 b,2005,Radial Velocity,20.813,8.47,129.1
HD 330075 b,2004,Radial Velocity,3.3877,14.3,147.7
HD 34445 b,2009,Radial Velocity,1049.0,13.9,150.3
HD 77338 b,2012,Radial Velocity,5.7361,4.12,149.8
HAT-P-40 b,2012,Transit,4.4572,17.04,1514.9
HD 215152 c,2018,Radial Velocity,7.2824,,70.4
HD 215152 d,2018,Radial Velocity,10.865,,70.4
HD 103197 b,2011,Radial Velocity,47.84,5.83,186.4
HD 108874 b,2002,Radial Velocity,394.48,13.6,194.1
HD 40979 b,2002,Radial Velocity,264.15,12.9,111.2
HD 4203 b,2001,Radial Velocity,431.88,13.3,265.4
WASP-49 b,2012,Transit,2.7817,12.44,634.5
UKIRT-2017-BLG-001L b,2018,Microlensing,,13.7,20547.8
HD 121504 b,2003,Radial Velocity,63.33,13.6,135.9
HD 47186 b,2008,Radial Velocity,4.0845,5.02,122.2
WASP-66 b,2012,Transit,4.0861,15.69,1631.6
WASP-67 b,2012,Transit,4.6144,12.89,618.0
K2-197 b,2018,Transit,8.3579,2.56,807.7
HD 185269 b,2006,Radial Velocity,6.8378,13.8,169.6
HD 181342 b,2009,Radial Velocity,564.1,13.2,392.7
K2-240 b,2018,Transit,6.034,2.0,237.8
CoRoT-20 c,2018,Radial Velocity,1675.0,12.2,2753.0
HD 89345 b,2018,Transit,11.814,7.4,431.7
WASP-158 b,2018,Transit,3.6563,11.99,1712.3
HD 200964 b,2010,Radial Velocity,606.3,13.5,236.8
K2-238 b,2018,Transit,3.2047,14.57,1754.6
WASP-162 b,2018,Transit,9.6247,11.21,1013.8
WASP-168 b,2018,Transit,4.1537,16.81,991.3
HD 28678 b,2011,Radial Velocity,380.2,13.5,619.4
HD 30856 b,2011,Radial Velocity,847.0,13.5,427.9
OGLE-2014-BLG-1722L c,2018,Microlensing,,11.0,20874.0
K2-244 b,2018,Transit,21.069,1.75,694.4
K2-266 b,2018,Transit,0.65852,3.3,253.0
K2-266 c,2018,Transit,7.814,0.7,253.0
WASP-173 A b,2018,Transit,1.3867,13.45,759.9
OGLE-2011-BLG-0173L b,2018,Microlensing,,9.01,19895.5
HD 5319 b,2007,Radial Velocity,637.1,13.5,396.0
K2-159 b,2018,Transit,12.422,2.26,557.7
K2-266 e,2018,Transit,19.482,2.73,253.0
K2-266 d,2018,Transit,14.697,2.93,253.0
WASP-147 b,2018,Transit,4.6027,12.5,1422.4
WASP-160 B b,2018,Transit,3.7685,12.22,940.4
HD 95089 c,2016,Radial Velocity,1785.0,13.1,446.7
K2-166 b,2018,Transit,8.5269,2.19,1555.4
HATS-36 b,2018,Transit,4.1752,12.92,2793.3
WASP-165 b,2018,Transit,3.4655,14.12,1964.2
HD 96063 b,2011,Radial Velocity,362.5,13.7,456.8
K2-228 b,2018,Transit,2.6983,1.21,422.2
K2-283 b,2018,Transit,1.921,3.52,1314.1
K2-151 b,2018,Transit,3.8355,1.49,226.6
K2-281 b,2018,Transit,8.6877,8.18,1494.2
K2-216 b,2018,Transit,2.1748,1.75,376.6
HD 5319 c,2014,Radial Velocity,872.2,13.8,396.0
K2-230 b,2018,Transit,2.8604,1.96,1763.8
K2-188 b,2018,Transit,1.7422,1.35,1457.3
GJ 96 b,2018,Radial Velocity,73.94,4.67,38.9
KMT-2016-BLG-1820L b,2018,Microlensing,,12.9,20417.4
HD 94834 b,2018,Radial Velocity,1576.0,13.7,320.2
K2-153 b,2018,Transit,7.5157,2.0,466.8
HATS-11 b,2016,Transit,3.6192,18.03,3080.9
KMT-2016-BLG-2142L b,2018,Microlensing,,12.2,22863.5
MOA-2015-BLG-337L b,2018,Microlensing,,6.42,23157.1
K2-241 b,2018,Transit,26.82,2.55,487.5
K2-117 c,2017,Transit,5.444,2.06,331.5
K2-284 b,2018,Transit,4.7951,2.78,349.9
MOA-2016-BLG-319L b,2018,Microlensing,,14.1,22178.6
HD 12648 b,2015,Radial Velocity,133.6,13.4,594.2
K2-243 b,2018,Transit,11.542,2.17,870.4
K2-117 b,2017,Transit,1.2916,2.03,331.5
K2-312 c,2023,Radial Velocity,871.32,12.8,358.3
K2-245 b,2018,Transit,11.893,4.34,1487.5
K2-270 c,2018,Transit,4.4,2.95,914.9
HATS-59 b,2018,Transit,5.4161,12.62,2096.8
KELT-15 b,2016,Transit,3.3294,19.5,1059.0
K2-247 b,2018,Transit,2.2502,2.12,841.9
EPIC 211945201 b,2018,Transit,19.492,5.76,592.6
CoRoT-21 b,2012,Transit,2.7247,14.57,4562.4
70 Vir b,1996,Radial Velocity,116.69,12.6,58.4
K2-39 b,2016,Transit,4.6054,6.28,1002.8
K2-248 b,2018,Transit,7.1726,2.57,1325.0
K2-276 b,2018,Transit,18.718,3.77,1592.1
HD 102956 b,2010,Radial Velocity,6.4947,13.8,397.6
HD 108863 b,2011,Radial Velocity,437.7,13.3,537.3
HATS-7 b,2015,Transit,3.1853,6.31,785.1
K2-252 b,2018,Transit,13.815,1.74,746.4
K2-188 c,2018,Transit,7.8103,2.83,1457.3
HD 131496 b,2011,Radial Velocity,896.0,13.4,430.0
HD 1502 b,2011,Radial Velocity,428.5,13.2,622.8
NGTS-3 A b,2018,Transit,1.6754,16.59,2426.5
K2-254 b,2018,Transit,4.0964,1.63,742.9
K2-192 b,2018,Transit,4.1628,1.52,723.3
K2-239 c,2018,Transit,7.775,1.0,101.4
K2-258 b,2018,Transit,19.092,3.0,2158.7
HD 70642 b,2003,Radial Velocity,2124.5,13.0,95.5
HATS-69 b,2018,Transit,2.2253,10.59,1352.0
HD 202696 b,2019,Radial Velocity,517.8,,615.0
HD 202696 c,2019,Radial Velocity,946.6,,615.0
KMT-2017-BLG-1038L b,2019,Microlensing,,13.4,19569.4
HD 117618 b,2004,Radial Velocity,25.8,8.59,123.2
NGTS-4 b,2019,Transit,1.3374,3.18,915.0
K2-295 b,2018,Transit,4.0249,10.05,759.3
HIP 79098 AB b,2019,Imaging,,12.1,475.5
Kepler-730 b,2016,Transit,6.4917,12.33,6311.2
K2-133 c,2017,Transit,4.8678,1.6,245.2
K2-133 d,2017,Transit,11.025,2.0,245.2
HAT-P-25 b,2012,Transit,3.6528,12.72,979.7
HD 89744 b,1999,Radial Velocity,256.78,12.6,126.0
HD 65216 c,2013,Radial Velocity,5370.0,13.4,114.5
K2-133 e,2019,Transit,26.584,1.73,245.2
EPIC 201497682 b,2019,Transit,2.1317,0.69,825.3
OGLE-2015-BLG-1670L b,2019,Microlensing,,4.42,21852.5
K2-290 c,2019,Transit,48.367,11.28,890.1
HAT-P-34 b,2011,Transit,5.4527,13.42,813.2
EPIC 201754305 d,2019,Transit,2.7158,1.03,1092.5
EPIC 201833600 c,2019,Transit,3.9615,1.0,839.7
HAT-P-36 b,2011,Transit,1.3273,14.31,960.3
K2-52 b,2016,Transit,3.5351,18.0,3386.8
K2-53 b,2016,Transit,12.208,2.6,450.2
K2-293 b,2019,Transit,13.123,2.45,1279.4
TOI-172 b,2019,Transit,9.4772,10.82,1118.2
EPIC 206024342 b,2019,Transit,4.5076,1.7,1206.4
EPIC 206032309 b,2019,Transit,2.8781,1.01,526.3
HAT-P-9 b,2008,Transit,3.9228,15.61,1484.7
HATS-24 b,2017,Transit,1.3485,15.64,1611.8
K2-90 b,2016,Transit,13.733,2.6,437.7
K2-294 b,2019,Transit,2.5039,1.66,1216.8
GJ 685 b,2019,Radial Velocity,24.16,2.95,46.7
EPIC 206317286 b,2019,Transit,1.5825,0.96,1025.3
K2-308 b,2019,Transit,3.3863,9.92,4287.4
Kepler-9 c,2010,Transit,38.985,8.08,2049.1
K2-124 b,2017,Transit,6.4137,2.9,457.9
HD 92788 b,2000,Radial Velocity,325.8,13.0,113.0
Kepler-25 c,2011,Transit,12.721,5.22,793.4
WASP-33 b,2010,Transit,1.2199,17.86,397.7
HD 134060 c,2019,Radial Velocity,1291.6,5.91,78.3
WASP-177 b,2019,Transit,3.0717,17.71,576.7
WASP-181 b,2019,Transit,4.5195,13.27,1426.9
Kepler-25 b,2011,Transit,6.2383,2.75,793.4
WASP-161 b,2018,Transit,5.406,12.81,1119.0
WASP-163 b,2018,Transit,1.6097,13.47,852.5
HD 20781 b,2019,Radial Velocity,5.3135,1.21,117.3
HD 20003 b,2019,Radial Velocity,11.848,3.43,136.4
Kepler-47 c,2012,Transit,303.23,4.65,3343.2
Gl 49 b,2019,Radial Velocity,13.851,2.24,32.1
HD 21693 b,2019,Radial Velocity,22.679,2.8,108.5
HD 20781 c,2019,Radial Velocity,13.89,2.17,117.3
Kepler-47 d,2019,Transit,187.37,7.04,3343.2
LSPM J2116+0234 b,2019,Radial Velocity,14.44,3.71,57.5
K2-285 e,2018,Transit,14.763,1.95,505.4
K2-285 d,2018,Transit,10.456,2.48,505.4
HD 31527 b,2019,Radial Velocity,16.553,3.22,125.4
HD 31527 d,2019,Radial Velocity,271.67,3.46,125.4
HD 21749 c,2019,Transit,7.7899,0.89,53.2
HD 114729 b,2002,Radial Velocity,1121.8,13.9,123.3
K2-286 b,2018,Transit,27.359,2.1,248.4
Qatar-9 b,2019,Transit,1.5407,11.31,697.2
NGTS-5 b,2019,Transit,3.357,12.73,1000.6
HD 126525 b,2018,Radial Velocity,960.41,10.3,122.8
HD 117207 b,2004,Radial Velocity,2621.8,13.4,105.5
HD 143361 b,2008,Radial Velocity,1039.2,12.9,223.5
K2-288 B b,2018,Transit,31.393,1.9,214.0
HATS-60 b,2018,Transit,3.5608,12.92,1586.7
HD 20781 e,2019,Radial Velocity,85.507,3.83,117.3
HD 45184 c,2019,Radial Velocity,13.135,2.91,71.6
HD 152079 b,2009,Radial Velocity,2918.9,13.2,286.7
HATS-62 b,2018,Transit,3.2769,11.83,1706.0
HATS-63 b,2018,Transit,3.0567,13.53,2032.7
HATS-70 b,2019,Transit,1.8882,15.51,4758.1
K2-264 b,2018,Transit,5.84,2.23,605.4
KMT-2016-BLG-1107L b,2019,Microlensing,,13.1,21692.6
HD 103949 b,2019,Radial Velocity,120.88,3.35,86.4
HIP 35173 b,2019,Radial Velocity,41.516,3.61,108.1
HD 23127 b,2006,Radial Velocity,1211.2,13.5,306.1
HD 25171 b,2010,Radial Velocity,1802.3,13.9,181.4
HATS-65 b,2018,Transit,3.1052,16.82,1609.0
HATS-66 b,2018,Transit,3.1414,15.82,4820.5
HD 1397 b,2018,Transit,11.535,11.5,259.5
HD 64114 b,2019,Radial Velocity,45.791,4.41,102.8
HD 206255 b,2019,Radial Velocity,96.045,6.47,245.4
HD 38801 b,2009,Radial Velocity,685.25,12.5,298.2
HATS-67 b,2018,Transit,1.6092,18.89,3131.5
HATS-68 b,2018,Transit,3.5862,13.81,1969.8
Gl 378 b,2019,Radial Velocity,3.822,3.66,48.8
WASP-190 b,2019,Transit,5.3678,12.89,1768.6
Kepler-1610 c,2023,Transit,44.985,2.09,2819.1
XO-7 b,2019,Transit,2.8641,15.39,763.7
HATS-55 b,2019,Transit,4.2042,14.02,1989.0
Kepler-1996 c,2023,Transit,92.73,2.81,1436.9
Kepler-1988 b,2023,Transit,11.495,1.53,1674.6
TOI-813 b,2020,Transit,83.891,6.71,858.3
GJ 433 b,2013,Radial Velocity,7.3705,2.33,29.6
HATS-58 A b,2019,Transit,4.2181,12.27,1316.3
HR 5183 b,2019,Radial Velocity,27000.0,13.1,102.6
Kepler-1991 b,2023,Transit,13.261,1.47,2791.3
Kepler-1471 c,2023,Transit,11.604,1.88,3192.0
GJ 180 b,2014,Radial Velocity,17.133,2.43,38.9
WASP-169 b,2019,Transit,5.6114,14.62,2045.2
Kepler-1998 b,2023,Transit,3.0327,0.6,1112.1
Kepler-164 e,2023,Transit,94.887,4.24,2905.3
Kepler-1994 b,2023,Transit,4.6123,0.51,789.3
Kepler-1984 b,2023,Transit,1.9928,6.81,
GJ 433 d,2020,Radial Velocity,36.059,2.14,29.6
GJ 3082 b,2020,Radial Velocity,11.949,2.79,54.2
WASP-175 b,2019,Transit,3.0653,13.54,1759.2
Kepler-619 d,2023,Transit,11.679,4.17,2937.6
Kepler-1126 c,2023,Transit,199.67,1.45,2073.5
EPIC 249893012 b,2020,Transit,3.5951,1.95,1047.9
Kepler-1661 b,2020,Transit,175.06,3.87,1339.2
OGLE-2016-BLG-1067L b,2019,Microlensing,,14.3,12165.6
Kepler-1987 c,2023,Transit,3.6483,1.33,1942.9
Kepler-1985 b,2023,Transit,3.4206,2.27,
Kepler-1987 b,2023,Transit,2.3459,1.23,1942.9
Kepler-1801 c,2023,Transit,116.58,2.91,2737.5
EPIC 249893012 c,2020,Transit,15.624,3.67,1047.9
EPIC 249893012 d,2020,Transit,35.747,3.94,1047.9
WASP-180 A b,2019,Transit,3.4093,13.9,828.4
WASP-2 b,2007,Transit,2.1522,12.12,499.8
Kepler-949 c,2023,Transit,20.998,2.97,1585.5
Kepler-311 d,2023,Transit,232.04,2.05,2539.6
WASP-44 b,2011,Transit,2.4238,12.33,1188.9
