name,discovered,method,orbit_days,radius_earths,distance_ly
TOI-5789 b,2026,Radial Velocity,2.7637,1.26,66.7
TIC 142589416 b,2026,Transit,2.0952,2.68,551.0
NGTS-39 b,2026,Transit,58.205,12.2,908.0
Gliese 48 b,2026,Radial Velocity,39.63,2.77,26.9
Kepler-993 b,2016,Transit,22.086,2.97,1058.1
Kepler-80 d,2014,Transit,3.0722,1.53,1205.0
K2-411 b,2022,Transit,3.2141,0.99,972.7
HD 169142 b,2023,Imaging,,13.1,370.5
TOI-6383 A b,2024,Transit,1.7906,11.29,558.8
TIC 139270665 b,2024,Transit,23.624,7.23,619.3
TOI-7149 b,2025,Transit,2.6521,13.2,411.4
Kepler-348 b,2014,Transit,7.0568,1.52,1861.6
TOI-5789 e,2026,Radial Velocity,62.98,3.43,66.7
TIC 154870955 b,2026,Transit,7.9699,3.09,738.6
Kepler-332 b,2014,Transit,7.6263,1.17,1122.6
TOI-5238 b,2022,Transit,4.8722,5.22,948.0
Kepler-914 b,2016,Transit,4.4097,1.38,2458.3
K2-413 c,2022,Transit,5.3301,1.23,930.1
TOI-6086 b,2024,Transit,1.3889,1.18,102.6
Kepler-314 c,2014,Transit,5.9604,2.9,877.0
HIP 29442 c,2023,Radial Velocity,3.538,1.55,222.4
HD 63433 d,2023,Transit,4.2091,1.07,73.1
Kepler-317 b,2014,Transit,5.5242,2.09,3067.8
TOI-7384 b,2026,Transit,6.234,3.56,217.8
Kepler-1768 b,2021,Transit,15.136,2.23,2063.8
Kepler-981 b,2016,Transit,4.4698,2.31,2863.9
Kepler-1043 b,2016,Transit,38.505,2.55,2946.3
TOI-5777 b,2026,Transit,6.9172,3.1,372.7
HIP 113103 b,2023,Transit,7.6103,1.83,150.7
UCAC3 113-933 b,2024,Imaging,,12.1,171.5
HD 73344 c,2025,Radial Velocity,65.94,13.5,115.0
Kepler-139 f,2025,Transit Timing Variations,355.0,6.67,1275.4
TIC 249022743 b,2026,Transit,2.2572,4.8,1293.1
TIC 260969020 b,2026,Transit,8.4858,2.23,395.4
Kepler-62 e,2013,Transit,122.39,1.61,981.3
HD 105618 c,2022,Radial Velocity,77114.0,11.9,228.6
HIP 113103 c,2023,Transit,14.246,2.4,150.7
Kepler-1053 b,2016,Transit,2.4144,0.98,492.9
Kepler-102 d,2014,Transit,10.312,1.15,351.6
HD 196067 c,2025,Radial Velocity,4.6011,3.21,130.2
GJ 887 d,2026,Radial Velocity,50.77,2.34,10.7
Kepler-347 b,2014,Transit,12.798,1.97,4236.4
HD 11112 b,2022,Radial Velocity,17245.0,12.6,144.7
Kepler-485 b,2016,Transit,3.2433,14.41,3721.3
TIC 393818343 b,2024,Transit,16.249,12.18,305.7
Kepler-1032 b,2016,Transit,3.2901,1.87,2195.1
HD 284149 AB b,2017,Imaging,,12.0,384.2
WASP-132 d,2024,Radial Velocity,1816.6,12.8,400.9
K2-157 c,2025,Radial Velocity,25.942,6.08,973.2
KOINTREAU-4 b,2026,Imaging,,12.2,474.3
TIC 390586021 b,2026,Transit,2.747,2.86,373.6
HD 113337 c,2020,Radial Velocity,5429.9,12.1,118.0
HD 94771 b,2023,Radial Velocity,2164.0,14.2,188.5
TOI-6695 b,2025,Transit,80.389,9.53,921.5
Gaia-5 b,2025,Astrometry,358.62,12.1,134.3
DMPP-2 d,2026,Radial Velocity,16.491,11.6,449.9
TIC 423703298 b,2026,Transit,4.0371,2.77,444.2
Kepler-335 b,2014,Transit,6.5623,3.39,4171.4
Kepler-1023 b,2016,Transit,62.139,2.63,2264.1
TOI-5592 b,2025,Transit,2.6086,17.15,1947.2
HD 122562 c,2022,Radial Velocity,84.963,10.1,173.7
HD 115404 A c,2022,Radial Velocity,15319.0,12.5,35.8
GJ 1002 c,2022,Radial Velocity,21.202,1.1,15.8
Kepler-932 b,2016,Transit,1.9214,1.37,1518.6
TOI-6707 b,2026,Transit,3.8348,5.73,2092.2
Kepler-139 e,2023,Radial Velocity,2047.6,13.7,1275.4
Kepler-328 c,2013,Transit,71.312,5.4,7218.5
TOI-7510 d,2025,Transit,48.864,10.52,812.1
Kepler-138 d,2014,Transit,23.092,1.51,218.1
Kepler-1779 b,2021,Transit,16.344,3.03,2963.1
Kepler-973 b,2016,Transit,49.608,1.96,1071.5
TOI-5595 b,2026,Transit,5.99,4.74,446.7
HD 203387 b,2022,Radial Velocity,512.54,13.1,201.4
TOI-6016 b,2024,Transit,4.0237,13.67,1189.5
HIP 99770 b,2023,Imaging,18600.0,12.2,130.7
Kepler-1772 b,2021,Transit,3.2151,2.69,2842.7
GJ 2126 b,2025,Radial Velocity,272.7,13.6,124.4
TOI-5616 b,2024,Transit,2.0028,10.78,1273.4
Kepler-408 b,2014,Transit,2.465,0.82,289.6
Gaia23braL b,2026,Microlensing,,13.5,14122.6
Kepler-10 d,2023,Radial Velocity,151.06,3.49,605.0
GJ 3988 b,2023,Radial Velocity,6.9442,1.74,32.3
TOI-1408 c,2024,Transit Timing Variations,2.1664,2.22,454.9
HD 68475 b,2026,Radial Velocity,7832.0,12.8,109.0
HD 48265 c,2026,Radial Velocity,10418.0,12.9,295.3
Kepler-958 b,2016,Transit,9.7679,2.06,1467.0
TOI-5624 d,2026,Transit,13.731,3.58,332.4
KOI-351 d,2013,Transit,59.737,2.87,2766.6
Kepler-20 e,2011,Transit,6.0985,0.82,921.6
nu Oct A b,2016,Radial Velocity,402.4,13.3,69.1
TOI-1288 c,2022,Radial Velocity,416.0,11.1,374.6
Kepler-104 c,2014,Transit,23.668,3.13,1307.2
Kepler-507 b,2016,Transit,3.5681,1.3,1277.4
HN Lib b,2023,Radial Velocity,36.116,2.2,20.4
Kepler-49 d,2014,Transit,2.5765,1.6,1015.1
HIP 10090 b,2026,Radial Velocity,2960.0,13.0,268.7
Kepler-346 b,2014,Transit,6.5111,2.66,3209.7
Kepler-265 d,2014,Transit,43.131,2.49,4175.6
Kepler-399 b,2014,Transit,14.425,0.96,2415.3
Kepler-110 c,2014,Transit,31.72,2.21,1913.0
Kepler-1248 b,2016,Transit,7.4673,1.18,1934.2
Kepler-1269 b,2016,Transit,37.333,1.63,3578.7
Kepler-1314 b,2016,Transit,5.4247,5.11,463.1
Kepler-1870 b,2021,Transit,3.6069,2.1,1328.2
Kepler-236 b,2014,Transit,8.2956,1.57,941.8
Kepler-125 c,2014,Transit,5.7745,0.74,598.1
Kepler-304 d,2014,Transit,9.6535,2.75,1417.7
Kepler-326 d,2014,Transit,6.7669,1.21,1590.6
Kepler-126 c,2014,Transit,21.87,1.58,774.3
Kepler-400 c,2014,Transit,17.341,1.49,2759.2
Kepler-1089 b,2016,Transit,5.1325,1.83,845.8
Kepler-102 f,2014,Transit,27.454,0.86,351.6
Kepler-1223 b,2016,Transit,16.301,1.22,1500.2
Kepler-1853 b,2021,Transit,48.888,1.52,1834.1
Kepler-512 b,2016,Transit,34.436,2.69,1524.4
Kepler-369 b,2014,Transit,2.7328,1.13,698.0
Kepler-305 c,2013,Transit,8.291,3.3,2832.6
Kepler-975 c,2023,Transit,5.0582,10.69,1389.7
Kepler-22 b,2011,Transit,289.86,2.1,634.8
Kepler-1995 b,2023,Transit,73.758,4.28,1941.7
Kepler-1227 b,2016,Transit,94.289,2.29,2034.3
Kepler-1272 b,2016,Transit,51.131,2.37,3934.6
Kepler-201 c,2014,Transit,151.88,2.85,2075.8
Kepler-215 c,2014,Transit,14.667,1.77,1585.1
Kepler-267 c,2014,Transit,6.8774,2.13,864.3
Kepler-373 c,2014,Transit,16.726,1.24,3556.6
Kepler-54 d,2014,Transit,20.996,1.53,886.2
Kepler-329 b,2014,Transit,7.4164,1.4,1434.2
Kepler-279 d,2013,Transit,54.414,3.1,3383.5
HD 219134 c,2015,Radial Velocity,6.7646,1.51,21.3
Kepler-1198 b,2016,Transit,7.6848,1.47,2423.4
Kepler-161 c,2014,Transit,7.0642,2.05,1417.6
Kepler-1294 b,2016,Transit,115.69,3.19,6052.5
Kepler-1319 b,2016,Transit,2.8868,1.34,338.9
Kepler-275 d,2014,Transit,35.676,3.33,6634.8
Kepler-374 b,2014,Transit,1.8978,1.03,4127.9
Kepler-306 d,2014,Transit,17.327,2.47,2529.9
Kepler-305 e,2020,Transit,3.2054,1.79,2832.6
Kepler-11 f,2010,Transit,46.689,2.49,2108.1
Kepler-276 d,2013,Transit,48.648,2.8,3734.0
Kepler-36 c,2012,Transit,16.219,3.68,1722.0
Kepler-1251 b,2016,Transit,45.09,1.84,2942.6
Kepler-1843 b,2021,Transit,25.543,2.71,2559.1
Kepler-1857 b,2021,Transit,8.9434,1.96,2783.0
Kepler-190 c,2014,Transit,3.763,1.46,1413.5
Kepler-123 c,2014,Transit,26.695,1.48,3332.2
Kepler-380 c,2014,Transit,7.63,1.27,2654.0
Kepler-283 c,2014,Transit,92.744,1.82,1526.7
KELT-6 c,2015,Radial Velocity,1276.0,13.0,785.1
Kepler-85 b,2012,Transit,8.3,1.78,2495.2
Kepler-799 c,2021,Transit,15.194,2.78,4922.0
Kepler-1884 b,2021,Transit,8.9883,1.81,4706.7
Kepler-381 b,2014,Transit,5.629,0.99,871.9
Kepler-84 d,2014,Transit,4.2245,1.38,3339.5
Kepler-334 b,2014,Transit,5.4703,1.12,1391.3
Kepler-285 c,2014,Transit,6.1867,1.12,2688.5
Kepler-1232 b,2016,Transit,26.784,1.93,2064.1
Kepler-1858 b,2021,Transit,88.072,2.42,2717.1
Kepler-204 c,2014,Transit,25.661,1.79,2239.8
Kepler-515 b,2016,Transit,19.964,1.46,831.7
Kepler-221 e,2014,Transit,18.37,2.63,1256.5
Kepler-1877 b,2021,Transit,2.3776,0.62,930.6
Kepler-350 d,2013,Transit,26.136,2.8,3120.9
Kepler-58 e,2023,Transit,4.4581,1.61,3161.3
Kepler-1679 b,2020,Transit,9.7538,2.07,2965.7
Kepler-58 c,2012,Transit,15.574,2.86,3161.3
Kepler-1844 b,2021,Transit,3.9245,3.04,5885.0
Kepler-1278 b,2016,Transit,3.2394,1.01,2900.9
Kepler-1864 b,2021,Transit,3.8815,0.75,974.9
Kepler-1324 b,2016,Transit,4.1158,1.51,1571.0
Kepler-462 c,2018,Transit,207.62,4.0,1945.9
Kepler-226 d,2014,Transit,8.109,1.22,3196.8
Kepler-221 b,2014,Transit,2.7959,1.71,1256.5
Kepler-245 c,2014,Transit,17.461,2.18,2809.9
Kepler-352 b,2014,Transit,10.055,0.86,824.3
Kepler-382 c,2014,Transit,12.163,1.59,3051.0
Kepler-336 b,2014,Transit,2.0248,1.02,2507.7
HD 11755 b,2015,Radial Velocity,433.7,12.8,766.6
Kepler-385 c,2014,Transit,15.163,3.04,4672.5
Kepler-267 d,2014,Transit,28.465,2.27,864.3
Kepler-384 c,2014,Transit,45.348,1.13,2921.3
Kepler-299 e,2014,Transit,38.285,1.87,3431.9
8 UMi b,2015,Radial Velocity,93.31,13.5,530.2
Kepler-1104 b,2016,Transit,5.0373,1.23,1730.8
Kepler-1987 e,2023,Transit,8.7429,1.92,1942.9
Kepler-1830 b,2021,Transit,56.493,3.33,3447.1
Kepler-182 b,2014,Transit,9.8258,2.58,5052.4
Kepler-1688 b,2020,Transit,5.6201,1.26,1850.8
Kepler-385 b,2014,Transit,10.044,2.73,4672.5
Kepler-55 f,2014,Transit,10.199,1.59,1887.8
Kepler-339 d,2014,Transit,10.558,1.17,2011.2
Kepler-1669 d,2023,Transit,4.7294,1.22,1772.5
Kepler-69 c,2013,Transit,242.46,1.71,2383.0
HAT-P-57 b,2015,Transit,2.4653,19.5,912.8
Kepler-1067 c,2021,Transit,5.4258,1.75,2177.7
Kepler-299 d,2014,Transit,15.055,1.86,3431.9
Kepler-208 c,2014,Transit,7.4666,1.39,2528.8
Kepler-530 b,2016,Transit,39.309,3.01,1492.8
Kepler-354 d,2014,Transit,24.21,1.24,1807.1
Kepler-339 c,2014,Transit,6.9881,1.15,2011.2
Kepler-1114 b,2016,Transit,14.974,1.35,1364.7
Kepler-114 d,2013,Transit,11.776,2.53,846.5
Kepler-303 c,2014,Transit,7.0611,1.14,684.1
Kepler-1212 b,2016,Transit,12.941,2.14,4294.1
Kepler-394 c,2014,Transit,12.131,1.66,3453.1
Kepler-393 c,2014,Transit,14.614,1.33,2874.8
Kepler-318 c,2014,Transit,11.815,3.68,1595.4
Kepler-1241 b,2016,Transit,18.553,2.63,3159.5
Kepler-185 b,2014,Transit,1.6329,1.17,1522.3
Kepler-1283 b,2016,Transit,12.946,1.91,9530.2
Kepler-1714 b,2021,Transit,10.275,3.26,1335.5
Kepler-1331 b,2016,Transit,0.78916,1.05,1041.1
Kepler-319 b,2014,Transit,4.3627,1.63,1642.0
Kepler-396 b,2013,Transit,42.994,3.5,729.8
Kepler-1085 c,2020,Transit,56.777,3.27,4450.5
Kepler-1084 b,2016,Transit,2.0533,1.11,1322.7
Kepler-1108 b,2016,Transit,4.5101,1.46,2503.9
Kepler-1214 b,2016,Transit,18.826,2.36,2378.4
Kepler-155 c,2014,Transit,52.662,2.24,957.3
Kepler-396 c,2013,Transit,88.505,5.3,729.8
Kepler-1369 b,2016,Transit,25.873,2.69,4033.1
Kepler-1370 b,2016,Transit,20.264,1.84,3274.9
Kepler-252 b,2014,Transit,6.6684,1.23,1237.5
Kepler-360 c,2014,Transit,7.1864,2.1,2857.3
Kepler-245 e,2016,Transit,3.2198,1.75,2809.9
Kepler-298 d,2014,Transit,77.474,2.5,1690.2
Kepler-324 b,2014,Transit,4.3853,1.14,1635.9
Kepler-1796 b,2021,Transit,29.456,2.75,2693.7
Kepler-520 c,2016,Transit,5.211,1.07,2034.9
Kepler-1244 b,2016,Transit,3.7043,1.35,3508.8
Kepler-169 c,2014,Transit,6.1955,1.21,1325.9
Kepler-97 b,2014,Transit,2.5866,1.48,1307.6
Kepler-1336 b,2016,Transit,23.199,1.98,3674.6
Kepler-88 d,2020,Radial Velocity,1403.0,13.1,1229.2
Kepler-301 d,2014,Transit,13.751,1.75,2345.6
Kepler-104 d,2014,Transit,51.755,3.58,1307.2
Kepler-1192 b,2016,Transit,25.203,2.36,4253.7
Kepler-516 b,2016,Transit,24.855,5.74,2241.0
Kepler-1851 b,2021,Transit,12.023,3.9,5185.3
Kepler-212 b,2014,Transit,16.258,1.09,2241.3
Kepler-1372 b,2016,Transit,1.3116,1.27,4250.5
Kepler-364 b,2014,Transit,25.746,1.55,2907.6
KELT-23 A b,2019,Transit,2.2553,14.83,411.8
HD 191939 d,2020,Transit,38.353,3.0,174.8
HATS-77 b,2021,Transit,3.0876,13.06,1422.6
TOI-4479 b,2022,Transit,1.1589,2.82,263.1
TOI-1752 c,2026,Transit,32.714,2.29,336.0
Kepler-1705 c,2021,Transit,11.28,2.05,5327.7
TOI-1753 b,2024,Transit,5.3846,2.48,739.3
TOI-2274 b,2024,Transit,2.6796,2.45,159.4
Kepler-43 b,2011,Transit,3.0241,13.66,3280.6
Kepler-858 b,2016,Transit,76.136,4.87,973.7
TOI-3023 b,2023,Transit,3.9015,16.43,1271.7
Kepler-1752 b,2021,Transit,56.359,4.54,3140.5
Kepler-1408 b,2016,Transit,2.9979,0.89,1745.1
HIP 54373 b,2019,Radial Velocity,7.76,2.87,61.0
Teegarden's Star b,2019,Radial Velocity,4.9063,1.05,12.5
BD+60 1417 b,2021,Imaging,,14.68,146.6
TOI-1227 b,2022,Transit,27.364,9.57,328.2
CoRoT-7 d,2022,Radial Velocity,8.966,4.31,521.5
TOI-1758 b,2024,Transit,20.705,3.62,315.1
TOI-2567 b,2022,Transit,5.9839,10.93,1646.4
Kepler-1410 b,2016,Transit,60.866,1.78,1197.0
HD 24085 b,2019,Radial Velocity,2.0455,3.46,179.1
WASP-87 b,2016,Transit,1.6828,15.52,973.2
TOI-163 b,2019,Transit,4.2313,16.69,1342.8
K2-315 b,2020,Transit,3.1443,0.95,185.8
HD 216520 b,2020,Radial Velocity,35.45,3.18,63.8
TOI-1775 b,2024,Transit,10.241,8.05,486.7
Kepler-296 c,2014,Transit,5.8416,2.0,544.7
WASP-187 b,2020,Transit,5.1479,18.38,1211.4
HD 161178 b,2021,Radial Velocity,279.3,14.1,349.6
GJ 514 b,2022,Radial Velocity,140.43,2.13,24.8
HD 77946 b,2024,Transit,6.5274,2.9,324.4
TOI-2345 c,2025,Transit,21.064,2.45,266.3
Kepler-876 b,2016,Transit,5.1444,1.43,2677.5
Kepler-1894 c,2023,Transit,5.0537,1.21,3050.2
HD 233832 b,2018,Radial Velocity,2058.0,13.5,191.6
GJ 687 c,2020,Radial Velocity,727.56,4.14,14.8
HIP 5763 b,2021,Radial Velocity,30.014,14.2,104.1
TOI-712 b,2022,Transit,9.5314,2.05,191.2
TOI-1782.01,2024,Transit,4.9876,2.37,310.7
TOI-2092 b,2026,Transit,4.3033,2.95,576.5
Kepler-303 b,2014,Transit,1.9371,0.89,684.1
Kepler-271 c,2014,Transit,7.4109,0.95,1319.4
KOI-142 b,2013,Transit,10.916,3.44,1229.2
Qatar-6 b,2017,Transit,3.5062,11.9,328.9
GJ 9066 c,2020,Radial Velocity,771.36,9.6,14.6
K2-400 b,2022,Transit,3.8651,1.16,203.5
TOI-2094 b,2026,Transit,18.793,1.9,163.2
TOI-2714 b,2024,Transit,2.4994,13.72,1950.0
HD 164922 d,2020,Radial Velocity,12.458,1.83,71.8
2MASS J01033563-5515561 AB b,2013,Imaging,,12.3,153.9
TOI-2382 b,2025,Transit,4.6612,12.25,1418.5
Kepler-402 b,2014,Transit,4.0288,1.22,2039.6
EPIC 201841433 b,2019,Transit,4.1698,1.04,1423.6
USco1621 b,2019,Imaging,,12.2,449.8
K2-318 b,2020,Transit,7.01,1.66,482.3
K2-405 b,2022,Transit,3.4355,4.57,643.3
TOI-784 b,2023,Transit,2.797,1.93,210.7
TOI-1814 b,2026,Transit,6.3686,5.19,1182.4
Kepler-1419 b,2016,Transit,42.522,2.86,4887.7
EPIC 206215704 b,2019,Transit,2.2554,1.0,358.4
Kepler-848 b,2016,Transit,6.9113,1.7,4496.0
Kepler-819 b,2016,Transit,33.2,2.76,2166.7
TOI-799 b,2026,Transit,5.5452,2.07,517.0
K2-146 c,2019,Transit,4.005,2.19,258.6
K2-324 b,2020,Transit,3.262,2.43,445.7
Kepler-822 b,2016,Transit,3.223,1.77,2806.2
TOI-1181 b,2022,Transit,2.1032,17.03,987.7
TOI-808 b,2026,Transit,9.7394,2.2,320.2
TOI-815 b,2024,Transit,11.197,2.94,194.8
TOI-2141 b,2023,Transit,18.262,3.15,253.4
TOI-2447 b,2024,Transit,69.337,9.61,485.9
TOI-2818 b,2023,Transit,4.0397,15.28,1019.8
Kepler-1371 c,2016,Transit,2.0054,0.64,1680.8
EPIC 212587672 b,2019,Transit,15.281,1.26,1043.9
Kepler-843 b,2016,Transit,2.0539,2.59,3801.9
K2-408 b,2022,Transit,20.979,1.68,529.4
TOI-1516 b,2022,Transit,2.056,15.24,805.8
TOI-2458 b,2024,Transit,3.7366,2.83,368.4
Kepler-1423 b,2016,Transit,23.955,1.06,1464.4
HATS-57 b,2019,Transit,2.3506,12.77,911.6
HATS-56 b,2019,Transit,4.3248,18.92,1840.9
TOI-763 b,2020,Transit,5.6057,2.28,310.3
K2-409 b,2022,Transit,1.9081,2.48,1405.8
TOI-1722 b,2026,Transit,9.6052,4.38,444.9
TOI-1873 b,2026,Transit,7.0057,2.86,593.6
TOI-2158 b,2022,Transit,8.6008,10.76,647.3
Kepler-1888 b,2021,Transit,11.392,1.33,1314.2
Kepler-1901 b,2021,Transit,3.4841,1.47,3354.1
GJ 433 c,2014,Radial Velocity,5094.1,6.27,29.6
K2-374 c,2022,Transit,16.434,2.21,1172.3
TOI-1860 b,2022,Transit,1.0662,1.31,149.6
TOI-1723 b,2024,Transit,13.727,3.44,328.5
TOI-1937 A b,2023,Transit,0.94668,13.98,1354.0
Kepler-292 f,2014,Transit,20.834,2.35,3445.8
Kepler-1395 b,2016,Transit,3.7847,0.8,1607.6
Kepler-1905 b,2021,Transit,3.4239,1.45,3429.6
Kepler-65 e,2019,Radial Velocity,258.8,13.9,990.6
GJ 682 b,2014,Radial Velocity,17.478,1.93,16.3
TOI-132 b,2020,Transit,2.1097,3.42,533.8
TOI-2000 c,2023,Transit,9.1271,8.14,573.1
TOI-2000 b,2023,Transit,3.0983,2.7,573.1
TOI-2194 b,2023,Transit,15.338,1.99,63.8
TOI-2498 b,2023,Transit,3.7383,6.06,897.8
Kepler-102 e,2013,Transit,16.146,2.17,351.6
HD 2685 b,2019,Transit,4.1269,16.14,642.0
Kepler-95 b,2014,Transit,11.523,3.42,1453.5
Wendelstein-2 b,2020,Transit,1.7522,12.99,1844.5
K2-384 b,2022,Transit,2.2315,1.08,269.6
HD 174205 b,2022,Radial Velocity,582.0,13.0,763.3
Kepler-430 c,2015,Transit,110.98,1.75,2992.4
Kepler-1656 b,2018,Transit,31.562,4.57,606.2
Kepler-647 c,2020,Transit,29.666,4.0,3548.2
Kepler-210 b,2014,Transit,2.4532,2.94,759.1
OGLE-2006-BLG-109L c,2008,Microlensing,4927.5,11.1,4925.0
KMT-2016-BLG-1397L b,2018,Microlensing,,12.7,21526.3
KMT-2019-BLG-0253L b,2022,Microlensing,,2.99,15981.6
KMT-2023-BLG-0548L b,2025,Microlensing,,13.1,22276.5
Kepler-1963 b,2021,Transit,1.9623,0.74,1607.5
Kepler-1517 b,2016,Transit,5.5461,9.76,2763.5
Kepler-1711 b,2021,Transit,21.061,1.92,1925.2
MOA-2010-BLG-328L b,2013,Microlensing,,2.99,2641.9
MOA-2011-BLG-291L b,2018,Microlensing,,4.43,14350.9
KMT-2018-BLG-1743L b,2021,Microlensing,,10.5,21144.7
OGLE-2018-BLG-0516L b,2022,Microlensing,,4.73,22830.9
KMT-2023-BLG-0949L b,2025,Microlensing,,12.8,19765.1
KMT-2024-BLG-2059L b,2025,Microlensing,,2.54,19797.7
Kepler-146 b,2014,Transit,31.159,3.71,2337.9
Kepler-1468 d,2021,Transit,19.591,3.33,6194.5
Kepler-348 c,2014,Transit,17.265,1.33,1861.6
Kepler-1641 c,2016,Transit,32.657,2.95,2806.1
Kepler-1641 b,2016,Transit,19.672,3.11,2806.1
Kepler-39 b,2011,Transit,21.087,13.9,3448.8
Kepler-174 c,2014,Transit,44.001,1.49,1254.9
KMT-2023-BLG-1642L b,2024,Microlensing,,13.8,22765.7
Kepler-1468 b,2016,Transit,8.2398,1.73,6194.5
Kepler-203 b,2014,Transit,3.1627,2.57,2293.9
Kepler-152 b,2014,Transit,18.208,2.79,1438.6
OGLE-2015-BLG-0966L b,2016,Microlensing,,4.86,10763.1
MOA-2011-BLG-028L b,2016,Microlensing,,5.99,24070.3
OGLE-2018-BLG-0383L b,2022,Microlensing,,2.41,25114.0
KMT-2021-BLG-1391L b,2022,Microlensing,,1.97,18656.1
Kepler-195 c,2014,Transit,34.097,1.55,2126.7
Kepler-880 c,2023,Transit,11.806,2.87,1961.3
Kepler-608 b,2016,Transit,6.4125,3.64,3087.7
Kepler-1704 b,2021,Transit,988.88,11.95,2724.9
Kepler-561 c,2016,Transit,5.3502,2.68,2026.7
OGLE-2015-BLG-0051L b,2016,Microlensing,,14.0,26744.8
OGLE-2018-BLG-0740L b,2019,Microlensing,5480.0,12.9,10437.0
OGLE-2017-BLG-1099L b,2021,Microlensing,,13.1,23646.3
KMT-2021-BLG-0748L b,2022,Microlensing,,14.3,19862.9
TOI-2267 d,2025,Transit,2.0345,1.77,73.5
Kepler-1719 b,2021,Transit,6.1496,3.95,2953.0
Kepler-1254 c,2016,Transit,3.6008,1.3,2031.4
Kepler-639 b,2016,Transit,10.214,2.38,2773.1
KMT-2016-BLG-0212L b,2018,Microlensing,,12.2,20547.8
KMT-2019-BLG-1552L b,2022,Microlensing,,13.0,15003.2
KMT-2024-BLG-0349L b,2026,Microlensing,,12.4,18754.0
Kepler-208 d,2014,Transit,11.132,1.2,2528.8
Kepler-171 b,2014,Transit,4.167,2.34,2817.5
Kepler-1525 b,2016,Transit,2.4166,0.91,1249.1
Kepler-1645 b,2016,Transit,16.178,1.78,3921.9
KMT-2018-BLG-1990L b,2019,Microlensing,,12.9,3153.9
KMT-2018-BLG-0247L b,2022,Microlensing,,13.4,22048.1
Kepler-30 d,2012,Transit,143.34,8.8,2981.8
PSR B1257+12 d,1992,Pulsar Timing,98.211,1.8,1956.9
OGLE-2016-BLG-0263L b,2017,Microlensing,,13.0,21200.1
OGLE-2012-BLG-0026L c,2012,Microlensing,,13.9,13108.2
KMT-2018-BLG-2602L b,2022,Microlensing,,13.7,14057.3
KMT-2016-BLG-1337L b,2026,Microlensing,,11.4,22570.0
Kepler-220 d,2014,Transit,28.122,0.98,558.1
Kepler-1949 b,2021,Transit,2.2083,2.22,8536.6
Kepler-695 b,2016,Transit,3.0403,9.21,2749.3
Kepler-529 d,2021,Transit,35.866,2.8,2606.0
OGLE-2005-BLG-390L b,2005,Microlensing,3285.0,2.21,21526.3
Kepler-220 b,2014,Transit,4.1598,0.81,558.1
Kepler-1993 b,2023,Transit,26.657,4.15,3365.6
Kepler-154 e,2016,Transit,3.9328,1.5,2985.0
MOA-2009-BLG-387L b,2010,Microlensing,1980.0,13.2,18558.3
OGLE-2018-BLG-1647L b,2022,Microlensing,,13.8,25701.1
Kepler-154 c,2014,Transit,62.303,2.95,2985.0
Kepler-390 c,2014,Transit,13.06,0.79,1419.7
Kepler-967 c,2016,Transit,198.71,3.65,1854.3
Kepler-248 c,2014,Transit,16.239,4.07,2409.6
Kepler-648 b,2016,Transit,17.421,3.22,2074.5
OGLE-2017-BLG-0406L b,2020,Microlensing,,14.2,16960.1
OGLE-2018-BLG-1367L b,2022,Microlensing,,13.8,17514.6
OGLE-2018-BLG-0932L b,2022,Microlensing,,13.9,21591.5
OGLE-2017-BLG-0364L b,2024,Microlensing,,10.3,25635.9
Kepler-1814 c,2023,Transit,0.62628,1.76,2369.0
Kepler-1588 b,2016,Transit,7.8493,0.76,3014.1
Kepler-436 b,2015,Transit,64.002,2.73,1920.6
KOI-3503 c,2021,Transit,31.828,1.21,2893.2
Kepler-1491 c,2023,Transit,61.57,2.44,6737.0
Kepler-158 c,2014,Transit,28.551,1.9,1028.0
MOA-2011-BLG-293L b,2012,Microlensing,3000.0,12.9,25179.2
OGLE-2017-BLG-0173L b,2018,Microlensing,,1.62,15345.6
OGLE-2018-BLG-1269L b,2020,Microlensing,,14.1,8186.5
KMT-2021-BLG-0119L b,2022,Microlensing,,12.8,10208.7
Kepler-968 c,2016,Transit,5.7094,1.69,946.9
Kepler-28 b,2011,Transit,5.91,1.96,1429.7
MOA-2008-BLG-379L b,2013,Microlensing,,13.0,10763.1
MOA-2022-BLG-091L b,2025,Microlensing,,13.0,13861.6
KMT-2023-BLG-2209L b,2025,Microlensing,,13.9,18166.9
Kepler-1533 b,2016,Transit,308.55,3.46,3153.3
Kepler-558 b,2016,Transit,29.008,2.37,2158.7
Kepler-177 c,2013,Transit,49.409,8.73,4681.8
OGLE-2014-BLG-1722L b,2018,Microlensing,,8.59,20874.0
OGLE-2015-BLG-1609L b,2025,Microlensing,,10.4,10763.1
Kepler-690 b,2016,Transit,7.7481,5.95,5431.5
KMT-2025-BLG-1160L b,2026,Microlensing,,5.43,21461.1
Kepler-46 b,2012,Transit,33.601,9.06,2534.4
Kepler-188 c,2014,Transit,5.9966,3.19,3159.0
Kepler-586 b,2016,Transit,2.1047,2.79,2262.8
Kepler-245 d,2014,Transit,36.277,3.03,2809.9
OGLE-2013-BLG-0341L B b,2014,Microlensing,,1.16,2971.3
KMT-2018-BLG-1976L b,2021,Microlensing,,13.3,19047.5
KMT-2017-BLG-0428L b,2023,Microlensing,,2.23,17612.4
KMT-2019-BLG-1806L b,2023,Microlensing,,2.0,21656.8
